id,name,popularity,genres,related_artist_ids,related_artist_names
1ShwUjKIwQRaUJij7jgRhp,The Night Café,48,"['english indie rock', 'liverpool indie', 'modern alternative rock', 'modern rock', 'rock']","['4fgXfJCQnK6c44u4KzAtQP', '5CMAV0Fr8uS2YqlR1ZG5lA', '45FqwUG4hTT6d39r2HUsUe', '7jZycSvTyx0W9poD4PjEIG', '7DruTvBV7owt1aSAZHsU58', '3E3NOIlw2s1ZPU9GRB9jaq', '4hfrzKkUsrb3Cz209SKxbo', '6hWReUQlQwLTYlmZ1vltRB', '22RISwgVJyZu9lpqAcv1F5', '7MkyChCSbNBozQ6jq79lop', '5YA1c6yVkPnflTLMfOgjzc', '0vnJ2wR879kbb5MuzblVOb', '52pNByiBWx6SVMMqqcCA74', '6hl5k4gLl1p3sjhHcb57t2', '7243txmysJ4KbRmH8UAMKO', '4Xxkt0tSJr1uNxGDZcJLRc', '3uhfMjcE5HJqMIWh3Iolw0', '04JIxSs2P0iteVWtaskfeh', '6zlR5ttMfMNmwf2lecU9Cc', '79RmzX8i9w6YwqJjg3O1MY']","['Sundara Karma', 'High Tyde', 'Sea Girls', 'The Hunna', 'Viola Beach', 'JAWS', 'Ten Tonnes', 'King No-One', 'Blossoms', 'Marsicans', 'Vistas', 'Clean Cut Kid', 'The Magic Gang', 'Circa Waves', 'The Amazons', 'VANT', 'The Pale White', 'Sports Team', 'Sam Fender', 'Blaenavon']"
7243txmysJ4KbRmH8UAMKO,The Amazons,47,"['english indie rock', 'garage rock revival', 'modern alternative rock', 'modern rock', 'reading indie', 'rock']","['4hfrzKkUsrb3Cz209SKxbo', '1ShwUjKIwQRaUJij7jgRhp', '4fgXfJCQnK6c44u4KzAtQP', '45FqwUG4hTT6d39r2HUsUe', '6hWReUQlQwLTYlmZ1vltRB', '3uhfMjcE5HJqMIWh3Iolw0', '52pNByiBWx6SVMMqqcCA74', '7jZycSvTyx0W9poD4PjEIG', '7DruTvBV7owt1aSAZHsU58', '3E3NOIlw2s1ZPU9GRB9jaq', '22RISwgVJyZu9lpqAcv1F5', '5CMAV0Fr8uS2YqlR1ZG5lA', '6hl5k4gLl1p3sjhHcb57t2', '4Xxkt0tSJr1uNxGDZcJLRc', '0vnJ2wR879kbb5MuzblVOb', '6DaXEbr3LdLNcui8pZf6AF', '7MkyChCSbNBozQ6jq79lop', '5YA1c6yVkPnflTLMfOgjzc', '6zlR5ttMfMNmwf2lecU9Cc', '4AzAfQNuAyKOFG4DZMsdAo']","['Ten Tonnes', 'The Night Café', 'Sundara Karma', 'Sea Girls', 'King No-One', 'The Pale White', 'The Magic Gang', 'The Hunna', 'Viola Beach', 'JAWS', 'Blossoms', 'High Tyde', 'Circa Waves', 'VANT', 'Clean Cut Kid', 'The Luka State', 'Marsicans', 'Vistas', 'Sam Fender', 'The Snuts']"
3pTE9iaJTkWns3mxpNQlJV,Bombay Bicycle Club,58,"['alternative dance', 'british indie rock', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'stomp and holler']","['0vW8z9pZMGCcRtGPGtyqiB', '09K1H1DgyIXHsMx2j7KTFX', '1HOeqtP7tHkKNJNLzQ2tnr', '7cfhZmKaLWzNLwHDxzugUH', '51Eq6WMVEOjjx9KQMAnneG', '3Rsr4Z96O6U3lToOiV3zBh', '5ERkupmHea6uS0nwKr2zcz', '0Ak6DLKHtpR6TEEnmcorKA', '0aeLcja6hKzb7Uz2ou7ulP', '048FBwXjFYBWxSggPDipic', '1SBU4DvQapOFCnxMzENUkp', '3MM8mtgFzaEJsqbjZBSsHJ', '35YNL4wwv11ZkmeWWL51y7', '4zrFO6P7G6EZry0pfxMfKT', '75dQReiBOHN37fQgWQrIAJ', '7FPkZue0zzjHaOPJb4WCw3', '2ARO60gI5do88ho6azmzab', '4W48hZAnAHVOC2c8WH8pcq', '6dgwEwnK0YtDfS9XhRwBTG', '2qlAMLpUyBjZgnzuFXXZXI']","['The Maccabees', 'Mystery Jets', 'Everything Everything', 'Little Comets', 'The Cribs', 'Jamie T', 'Darwin Deez', 'The Vaccines', 'Noah And The Whale', 'Maximo Park', 'Good Shoes', 'Bloc Party', 'We Are Scientists', 'Wild Beasts', 'Local Natives', 'The Pigeon Detectives', 'Django Django', 'The Temper Trap', 'Broken Bells', 'Klaxons']"
2qlAMLpUyBjZgnzuFXXZXI,Klaxons,51,"['alternative dance', 'alternative rock', 'dance-punk', 'indie rock', 'modern rock', 'new rave']","['4bFfSfCBYpFh37ziXCSqUs', '5ZBQea34QfBgEDkcGEKK2b', '3MM8mtgFzaEJsqbjZBSsHJ', '166Dz1GX3xonSQ3Z6CQW26', '35YNL4wwv11ZkmeWWL51y7', '6ssXMmc5EOUrauZxirM910', '7mDQwcnDUGuSoggxbUtVc1', '2bcrMsFlF632EQ6VZERWFu', '3TBfn8PtXr42OrTPaoC3E8', '0vW8z9pZMGCcRtGPGtyqiB', '2fBURuq7FrlH6z5F92mpOl', '3r6Sk3pYxdJk7MekhBGgMR', '3kdrMtLybQIl93rXJlvF3w', '51Eq6WMVEOjjx9KQMAnneG', '14Gi3Uph96lpNB3utkoVAD', '7EFB09NxZrMi9pGlOnuBpd', '4BntNFyiN3VGG4hhRRZt9d', '09K1H1DgyIXHsMx2j7KTFX', '1SBU4DvQapOFCnxMzENUkp', '18H0sAptzdwid08XGg1Lcj']","['Does It Offend You, Yeah?', 'Late of the Pier', 'Bloc Party', 'The Rapture', 'We Are Scientists', 'White Lies', 'The Rakes', 'The Bravery', 'The Futureheads', 'The Maccabees', 'Digitalism', 'Blood Red Shoes', 'New Young Pony Club', 'The Cribs', 'Hard-FI', 'The Horrors', 'The Subways', 'Mystery Jets', 'Good Shoes', 'Death From Above 1979']"
0Ak6DLKHtpR6TEEnmcorKA,The Vaccines,58,"['indie rock', 'modern alternative rock', 'modern rock', 'rock']","['0vW8z9pZMGCcRtGPGtyqiB', '3M0H4efyA5YcijrKlaKbYn', '7FPkZue0zzjHaOPJb4WCw3', '09K1H1DgyIXHsMx2j7KTFX', '51Eq6WMVEOjjx9KQMAnneG', '1NfJU4hy56Z4UM4iyIa1B2', '1fy3AQc7grjf5LnCd7snSg', '3pTE9iaJTkWns3mxpNQlJV', '4fSPtBgFPZzygkY6MehwQ7', '3Rsr4Z96O6U3lToOiV3zBh', '34nBPbcVc9F9eizQC4a5aT', '048FBwXjFYBWxSggPDipic', '1ctkBmvz80MGyi72Ix055S', '2Z7UcsdweVlRbAk5wH5fsf', '6ssXMmc5EOUrauZxirM910', '450iujbtN6XgiA9pv6fVZz', '0Ya43ZKWHTKkAbkoJJkwIB', '01ZP85CNi7Y9t1e0one46k', '4fgXfJCQnK6c44u4KzAtQP', '1HOeqtP7tHkKNJNLzQ2tnr']","['The Maccabees', 'Miles Kane', 'The Pigeon Detectives', 'Mystery Jets', 'The Cribs', 'Courteeners', 'The View', 'Bombay Bicycle Club', 'The Libertines', 'Jamie T', 'Spector', 'Maximo Park', 'Alex Turner', 'The Last Shadow Puppets', 'White Lies', 'Razorlight', 'The Wombats', 'The Enemy', 'Sundara Karma', 'Everything Everything']"
09K1H1DgyIXHsMx2j7KTFX,Mystery Jets,46,"['alternative dance', 'indie rock', 'modern rock', 'new rave']","['0vW8z9pZMGCcRtGPGtyqiB', '51Eq6WMVEOjjx9KQMAnneG', '1SBU4DvQapOFCnxMzENUkp', '3pTE9iaJTkWns3mxpNQlJV', '7FPkZue0zzjHaOPJb4WCw3', '3TBfn8PtXr42OrTPaoC3E8', '3Rsr4Z96O6U3lToOiV3zBh', '7mDQwcnDUGuSoggxbUtVc1', '35YNL4wwv11ZkmeWWL51y7', '1VyVjE6tvQiM8T8a3WcYQd', '048FBwXjFYBWxSggPDipic', '4kYNTq3njMHBcnv8Di0v0Y', '7cfhZmKaLWzNLwHDxzugUH', '3Sr1muUE6DYihFufoHpnfc', '1HOeqtP7tHkKNJNLzQ2tnr', '1fy3AQc7grjf5LnCd7snSg', '1KlihEB7FggW8e9cMbPXAz', '4fSPtBgFPZzygkY6MehwQ7', '0In4Vd9eYtg6VMNlX9mngU', '3MM8mtgFzaEJsqbjZBSsHJ']","['The Maccabees', 'The Cribs', 'Good Shoes', 'Bombay Bicycle Club', 'The Pigeon Detectives', 'The Futureheads', 'Jamie T', 'The Rakes', 'We Are Scientists', 'Jack Peñate', 'Maximo Park', 'Young Knives', 'Little Comets', 'The Rifles', 'Everything Everything', 'The View', 'Milburn', 'The Libertines', 'Cajun Dance Party', 'Bloc Party']"
6hl5k4gLl1p3sjhHcb57t2,Circa Waves,55,"['britpop revival', 'english indie rock', 'indie surf', 'liverpool indie', 'modern alternative rock', 'modern rock', 'rock']","['4fgXfJCQnK6c44u4KzAtQP', '7jZycSvTyx0W9poD4PjEIG', '22RISwgVJyZu9lpqAcv1F5', '7DruTvBV7owt1aSAZHsU58', '45FqwUG4hTT6d39r2HUsUe', '1ShwUjKIwQRaUJij7jgRhp', '4hfrzKkUsrb3Cz209SKxbo', '3E3NOIlw2s1ZPU9GRB9jaq', '52pNByiBWx6SVMMqqcCA74', '6hWReUQlQwLTYlmZ1vltRB', '7MkyChCSbNBozQ6jq79lop', '5CMAV0Fr8uS2YqlR1ZG5lA', '7243txmysJ4KbRmH8UAMKO', '0vnJ2wR879kbb5MuzblVOb', '4Xxkt0tSJr1uNxGDZcJLRc', '3uhfMjcE5HJqMIWh3Iolw0', '6zlR5ttMfMNmwf2lecU9Cc', '4AzAfQNuAyKOFG4DZMsdAo', '4SrofCfzlhtiKRAsMfBxV4', '7cpCnhhBIU1gA7EhTFApN1']","['Sundara Karma', 'The Hunna', 'Blossoms', 'Viola Beach', 'Sea Girls', 'The Night Café', 'Ten Tonnes', 'JAWS', 'The Magic Gang', 'King No-One', 'Marsicans', 'High Tyde', 'The Amazons', 'Clean Cut Kid', 'VANT', 'The Pale White', 'Sam Fender', 'The Snuts', 'The Sherlocks', 'Gerry Cinnamon']"
6e9wIFWhBPHLE9bXK8gtBI,Editors,56,"['alternative dance', 'britpop', 'indie rock', 'modern rock', 'rock']","['6ssXMmc5EOUrauZxirM910', '14Gi3Uph96lpNB3utkoVAD', '0LbLWjaweRbO4FDKYlbfNt', '7DEseTqRODmSu3C7jxCHl5', '35YNL4wwv11ZkmeWWL51y7', '048FBwXjFYBWxSggPDipic', '3MM8mtgFzaEJsqbjZBSsHJ', '7M6zxq59QM0CMvvYprtzOZ', '450iujbtN6XgiA9pv6fVZz', '2bcrMsFlF632EQ6VZERWFu', '2qlAMLpUyBjZgnzuFXXZXI', '0G8zjE6SsFTlbglCkU8pm3', '3WaJSfKnzc65VDgmj2zU8B', '0LVrQUinPUBFvVD5pLqmWY', '0vW8z9pZMGCcRtGPGtyqiB', '01ZP85CNi7Y9t1e0one46k', '4BntNFyiN3VGG4hhRRZt9d', '7mDQwcnDUGuSoggxbUtVc1', '7FPkZue0zzjHaOPJb4WCw3', '11wRdbnoYqRddKBrpHt4Ue']","['White Lies', 'Hard-FI', 'Kaiser Chiefs', 'The Boxer Rebellion', 'We Are Scientists', 'Maximo Park', 'Bloc Party', 'The Cinematics', 'Razorlight', 'The Bravery', 'Klaxons', 'Starsailor', 'Interpol', 'Doves', 'The Maccabees', 'The Enemy', 'The Subways', 'The Rakes', 'The Pigeon Detectives', 'Kasabian']"
048FBwXjFYBWxSggPDipic,Maximo Park,49,"['alternative dance', 'britpop', 'indie rock', 'modern rock', 'new rave', 'newcastle indie', 'rock']","['7FPkZue0zzjHaOPJb4WCw3', '7mDQwcnDUGuSoggxbUtVc1', '01ZP85CNi7Y9t1e0one46k', '3TBfn8PtXr42OrTPaoC3E8', '35YNL4wwv11ZkmeWWL51y7', '3Sr1muUE6DYihFufoHpnfc', '1fy3AQc7grjf5LnCd7snSg', '6fHETUBbKmdmgybtFOFQuc', '51Eq6WMVEOjjx9KQMAnneG', '450iujbtN6XgiA9pv6fVZz', '14Gi3Uph96lpNB3utkoVAD', '4BntNFyiN3VGG4hhRRZt9d', '0vW8z9pZMGCcRtGPGtyqiB', '0LbLWjaweRbO4FDKYlbfNt', '1KlihEB7FggW8e9cMbPXAz', '1SBU4DvQapOFCnxMzENUkp', '2qV7axHq9Jk7QqFcB3f05A', '3MM8mtgFzaEJsqbjZBSsHJ', '6e9wIFWhBPHLE9bXK8gtBI', '0IBAqjHG8DSaD7PPCGnGiZ']","['The Pigeon Detectives', 'The Rakes', 'The Enemy', 'The Futureheads', 'We Are Scientists', 'The Rifles', 'The View', 'Dirty Pretty Things', 'The Cribs', 'Razorlight', 'Hard-FI', 'The Subways', 'The Maccabees', 'Kaiser Chiefs', 'Milburn', 'Good Shoes', 'The Zutons', 'Bloc Party', 'Editors', 'Babyshambles']"
3Rsr4Z96O6U3lToOiV3zBh,Jamie T,59,"['indie rock', 'modern rock', 'rock']","['0vW8z9pZMGCcRtGPGtyqiB', '7FPkZue0zzjHaOPJb4WCw3', '51Eq6WMVEOjjx9KQMAnneG', '1fy3AQc7grjf5LnCd7snSg', '01ZP85CNi7Y9t1e0one46k', '1NfJU4hy56Z4UM4iyIa1B2', '09K1H1DgyIXHsMx2j7KTFX', '19t4krGrwyr10giUMdv8BK', '1KlihEB7FggW8e9cMbPXAz', '450iujbtN6XgiA9pv6fVZz', '3Sr1muUE6DYihFufoHpnfc', '048FBwXjFYBWxSggPDipic', '14GEKKALFIO2oB9IdGXg2e', '1VyVjE6tvQiM8T8a3WcYQd', '4fSPtBgFPZzygkY6MehwQ7', '721LNYldlmaLlKi0IQ5ClK', '6OiHleP2bHM18dXq4aZQWt', '3pTE9iaJTkWns3mxpNQlJV', '3TBfn8PtXr42OrTPaoC3E8', '14Gi3Uph96lpNB3utkoVAD']","['The Maccabees', 'The Pigeon Detectives', 'The Cribs', 'The View', 'The Enemy', 'Courteeners', 'Mystery Jets', 'The Twang', 'Milburn', 'Razorlight', 'The Rifles', 'Maximo Park', 'Reverend And The Makers', 'Jack Peñate', 'The Libertines', 'Little Man Tate', 'The Coral', 'Bombay Bicycle Club', 'The Futureheads', 'Hard-FI']"
6zlR5ttMfMNmwf2lecU9Cc,Sam Fender,70,"['modern rock', 'north east england indie']","['7DruTvBV7owt1aSAZHsU58', '22RISwgVJyZu9lpqAcv1F5', '1ShwUjKIwQRaUJij7jgRhp', '5YA1c6yVkPnflTLMfOgjzc', '4fgXfJCQnK6c44u4KzAtQP', '7jZycSvTyx0W9poD4PjEIG', '45FqwUG4hTT6d39r2HUsUe', '52pNByiBWx6SVMMqqcCA74', '4hfrzKkUsrb3Cz209SKxbo', '7cpCnhhBIU1gA7EhTFApN1', '4AzAfQNuAyKOFG4DZMsdAo', '7243txmysJ4KbRmH8UAMKO', '04JIxSs2P0iteVWtaskfeh', '6hl5k4gLl1p3sjhHcb57t2', '5SHxzwjek1Pipl1Yk11UHv', '6lyMYewq2SuTFIXgiv7OxH', '4SrofCfzlhtiKRAsMfBxV4', '1eIoJGCu3rShrRm2wfOhN8', '2xaAOVImG2O6lURwqperlD', '3btzEQD6sugImIHPMRgkwV']","['Viola Beach', 'Blossoms', 'The Night Café', 'Vistas', 'Sundara Karma', 'The Hunna', 'Sea Girls', 'The Magic Gang', 'Ten Tonnes', 'Gerry Cinnamon', 'The Snuts', 'The Amazons', 'Sports Team', 'Circa Waves', 'Tom Grennan', 'Inhaler', 'The Sherlocks', 'Saint Raymond', 'Catfish and the Bottlemen', 'Wolf Alice']"
52pNByiBWx6SVMMqqcCA74,The Magic Gang,42,"['brighton indie', 'english indie rock', 'modern alternative rock', 'modern rock']","['3E3NOIlw2s1ZPU9GRB9jaq', '4fgXfJCQnK6c44u4KzAtQP', '7MkyChCSbNBozQ6jq79lop', '0vnJ2wR879kbb5MuzblVOb', '22RISwgVJyZu9lpqAcv1F5', '4hfrzKkUsrb3Cz209SKxbo', '7DruTvBV7owt1aSAZHsU58', '5CMAV0Fr8uS2YqlR1ZG5lA', '45FqwUG4hTT6d39r2HUsUe', '6hWReUQlQwLTYlmZ1vltRB', '0hSgRl2U8kSaJLE2Di325f', '1ShwUjKIwQRaUJij7jgRhp', '04JIxSs2P0iteVWtaskfeh', '7jZycSvTyx0W9poD4PjEIG', '6hl5k4gLl1p3sjhHcb57t2', '79RmzX8i9w6YwqJjg3O1MY', '0ZSjRETud0Y3BZ3aLNKzAz', '4Xxkt0tSJr1uNxGDZcJLRc', '5kkANnP50OoBkxc8JRuTsA', '6jCJXKWlZky694nYGcJlm1']","['JAWS', 'Sundara Karma', 'Marsicans', 'Clean Cut Kid', 'Blossoms', 'Ten Tonnes', 'Viola Beach', 'High Tyde', 'Sea Girls', 'King No-One', 'Bad Sounds', 'The Night Café', 'Sports Team', 'The Hunna', 'Circa Waves', 'Blaenavon', 'Superfood', 'VANT', 'Spring King', 'CHILDCARE']"
4hfrzKkUsrb3Cz209SKxbo,Ten Tonnes,36,"['english indie rock', 'modern alternative rock', 'modern rock']","['7DruTvBV7owt1aSAZHsU58', '7MkyChCSbNBozQ6jq79lop', '45FqwUG4hTT6d39r2HUsUe', '4fgXfJCQnK6c44u4KzAtQP', '52pNByiBWx6SVMMqqcCA74', '1ShwUjKIwQRaUJij7jgRhp', '22RISwgVJyZu9lpqAcv1F5', '6hWReUQlQwLTYlmZ1vltRB', '4Xxkt0tSJr1uNxGDZcJLRc', '3E3NOIlw2s1ZPU9GRB9jaq', '5CMAV0Fr8uS2YqlR1ZG5lA', '0vnJ2wR879kbb5MuzblVOb', '7jZycSvTyx0W9poD4PjEIG', '3uhfMjcE5HJqMIWh3Iolw0', '3VRqGLyj4cnRers46I0Yk4', '0hSgRl2U8kSaJLE2Di325f', '6hl5k4gLl1p3sjhHcb57t2', '7243txmysJ4KbRmH8UAMKO', '5YA1c6yVkPnflTLMfOgjzc', '04JIxSs2P0iteVWtaskfeh']","['Viola Beach', 'Marsicans', 'Sea Girls', 'Sundara Karma', 'The Magic Gang', 'The Night Café', 'Blossoms', 'King No-One', 'VANT', 'JAWS', 'High Tyde', 'Clean Cut Kid', 'The Hunna', 'The Pale White', 'SPINN', 'Bad Sounds', 'Circa Waves', 'The Amazons', 'Vistas', 'Sports Team']"
7jZycSvTyx0W9poD4PjEIG,The Hunna,54,"['modern alternative rock', 'modern rock', 'rock', 'uk pop']","['4fgXfJCQnK6c44u4KzAtQP', '7DruTvBV7owt1aSAZHsU58', '1ShwUjKIwQRaUJij7jgRhp', '45FqwUG4hTT6d39r2HUsUe', '6hWReUQlQwLTYlmZ1vltRB', '22RISwgVJyZu9lpqAcv1F5', '5CMAV0Fr8uS2YqlR1ZG5lA', '4hfrzKkUsrb3Cz209SKxbo', '6hl5k4gLl1p3sjhHcb57t2', '52pNByiBWx6SVMMqqcCA74', '3E3NOIlw2s1ZPU9GRB9jaq', '7MkyChCSbNBozQ6jq79lop', '4Xxkt0tSJr1uNxGDZcJLRc', '6yY9g2nwqyduN2RpxRHWdy', '7cpCnhhBIU1gA7EhTFApN1', '0vnJ2wR879kbb5MuzblVOb', '7243txmysJ4KbRmH8UAMKO', '3uhfMjcE5HJqMIWh3Iolw0', '6zlR5ttMfMNmwf2lecU9Cc', '4AzAfQNuAyKOFG4DZMsdAo']","['Sundara Karma', 'Viola Beach', 'The Night Café', 'Sea Girls', 'King No-One', 'Blossoms', 'High Tyde', 'Ten Tonnes', 'Circa Waves', 'The Magic Gang', 'JAWS', 'Marsicans', 'VANT', 'Sunset Sons', 'Gerry Cinnamon', 'Clean Cut Kid', 'The Amazons', 'The Pale White', 'Sam Fender', 'The Snuts']"
3E3NOIlw2s1ZPU9GRB9jaq,JAWS,34,"['birmingham indie', 'english indie rock', 'modern alternative rock', 'modern rock']","['4fgXfJCQnK6c44u4KzAtQP', '5CMAV0Fr8uS2YqlR1ZG5lA', '52pNByiBWx6SVMMqqcCA74', '1ShwUjKIwQRaUJij7jgRhp', '6hWReUQlQwLTYlmZ1vltRB', '22RISwgVJyZu9lpqAcv1F5', '4hfrzKkUsrb3Cz209SKxbo', '7MkyChCSbNBozQ6jq79lop', '7DruTvBV7owt1aSAZHsU58', '0vnJ2wR879kbb5MuzblVOb', '79RmzX8i9w6YwqJjg3O1MY', '7jZycSvTyx0W9poD4PjEIG', '0ZSjRETud0Y3BZ3aLNKzAz', '0hSgRl2U8kSaJLE2Di325f', '2ATweaQe83QUQVjM8LMh7J', '4Xxkt0tSJr1uNxGDZcJLRc', '6hl5k4gLl1p3sjhHcb57t2', '45FqwUG4hTT6d39r2HUsUe', '5kkANnP50OoBkxc8JRuTsA', '7243txmysJ4KbRmH8UAMKO']","['Sundara Karma', 'High Tyde', 'The Magic Gang', 'The Night Café', 'King No-One', 'Blossoms', 'Ten Tonnes', 'Marsicans', 'Viola Beach', 'Clean Cut Kid', 'Blaenavon', 'The Hunna', 'Superfood', 'Bad Sounds', 'Gengahr', 'VANT', 'Circa Waves', 'Sea Girls', 'Spring King', 'The Amazons']"
7MkyChCSbNBozQ6jq79lop,Marsicans,29,"['english indie rock', 'leeds indie']","['5CMAV0Fr8uS2YqlR1ZG5lA', '4hfrzKkUsrb3Cz209SKxbo', '6hWReUQlQwLTYlmZ1vltRB', '45FqwUG4hTT6d39r2HUsUe', '52pNByiBWx6SVMMqqcCA74', '4fgXfJCQnK6c44u4KzAtQP', '3E3NOIlw2s1ZPU9GRB9jaq', '7DruTvBV7owt1aSAZHsU58', '22RISwgVJyZu9lpqAcv1F5', '1ShwUjKIwQRaUJij7jgRhp', '0vnJ2wR879kbb5MuzblVOb', '4Xxkt0tSJr1uNxGDZcJLRc', '3VRqGLyj4cnRers46I0Yk4', '3uhfMjcE5HJqMIWh3Iolw0', '7jZycSvTyx0W9poD4PjEIG', '6jCJXKWlZky694nYGcJlm1', '6hl5k4gLl1p3sjhHcb57t2', '4zoylbX2qRvtWbVq0nduGG', '0hSgRl2U8kSaJLE2Di325f', '4GxGE6FCYDdHtcDzRL7TYh']","['High Tyde', 'Ten Tonnes', 'King No-One', 'Sea Girls', 'The Magic Gang', 'Sundara Karma', 'JAWS', 'Viola Beach', 'Blossoms', 'The Night Café', 'Clean Cut Kid', 'VANT', 'SPINN', 'The Pale White', 'The Hunna', 'CHILDCARE', 'Circa Waves', 'Glass Caves', 'Bad Sounds', 'Luna Bay']"
7cpCnhhBIU1gA7EhTFApN1,Gerry Cinnamon,62,"['glasgow indie', 'modern rock', 'scottish indie rock']","['7DruTvBV7owt1aSAZHsU58', '22RISwgVJyZu9lpqAcv1F5', '7jZycSvTyx0W9poD4PjEIG', '45FqwUG4hTT6d39r2HUsUe', '1ShwUjKIwQRaUJij7jgRhp', '4fgXfJCQnK6c44u4KzAtQP', '6zlR5ttMfMNmwf2lecU9Cc', '4AzAfQNuAyKOFG4DZMsdAo', '5YA1c6yVkPnflTLMfOgjzc', '6hl5k4gLl1p3sjhHcb57t2', '4hfrzKkUsrb3Cz209SKxbo', '52pNByiBWx6SVMMqqcCA74', '4SrofCfzlhtiKRAsMfBxV4', '1NfJU4hy56Z4UM4iyIa1B2', '7243txmysJ4KbRmH8UAMKO', '3Rsr4Z96O6U3lToOiV3zBh', '1fy3AQc7grjf5LnCd7snSg', '1iUTUix5kea176M0uJTsh4', '7FPkZue0zzjHaOPJb4WCw3', '2xaAOVImG2O6lURwqperlD']","['Viola Beach', 'Blossoms', 'The Hunna', 'Sea Girls', 'The Night Café', 'Sundara Karma', 'Sam Fender', 'The Snuts', 'Vistas', 'Circa Waves', 'Ten Tonnes', 'The Magic Gang', 'The Sherlocks', 'Courteeners', 'The Amazons', 'Jamie T', 'The View', ""DMA'S"", 'The Pigeon Detectives', 'Catfish and the Bottlemen']"
6hWReUQlQwLTYlmZ1vltRB,King No-One,33,"['english indie rock', 'modern alternative rock', 'modern rock', 'york indie']","['5CMAV0Fr8uS2YqlR1ZG5lA', '4Xxkt0tSJr1uNxGDZcJLRc', '4fgXfJCQnK6c44u4KzAtQP', '7MkyChCSbNBozQ6jq79lop', '3E3NOIlw2s1ZPU9GRB9jaq', '7jZycSvTyx0W9poD4PjEIG', '0vnJ2wR879kbb5MuzblVOb', '1ShwUjKIwQRaUJij7jgRhp', '52pNByiBWx6SVMMqqcCA74', '4hfrzKkUsrb3Cz209SKxbo', '7DruTvBV7owt1aSAZHsU58', '4zoylbX2qRvtWbVq0nduGG', '6jCJXKWlZky694nYGcJlm1', '0FHPAcPoHtExxmF68aEChO', '22RISwgVJyZu9lpqAcv1F5', '45FqwUG4hTT6d39r2HUsUe', '3uhfMjcE5HJqMIWh3Iolw0', '79RmzX8i9w6YwqJjg3O1MY', '6hl5k4gLl1p3sjhHcb57t2', '7243txmysJ4KbRmH8UAMKO']","['High Tyde', 'VANT', 'Sundara Karma', 'Marsicans', 'JAWS', 'The Hunna', 'Clean Cut Kid', 'The Night Café', 'The Magic Gang', 'Ten Tonnes', 'Viola Beach', 'Glass Caves', 'CHILDCARE', 'King Nun', 'Blossoms', 'Sea Girls', 'The Pale White', 'Blaenavon', 'Circa Waves', 'The Amazons']"
5CMAV0Fr8uS2YqlR1ZG5lA,High Tyde,27,"['brighton indie', 'english indie rock']","['6hWReUQlQwLTYlmZ1vltRB', '7MkyChCSbNBozQ6jq79lop', '3E3NOIlw2s1ZPU9GRB9jaq', '4Xxkt0tSJr1uNxGDZcJLRc', '4fgXfJCQnK6c44u4KzAtQP', '1ShwUjKIwQRaUJij7jgRhp', '6jCJXKWlZky694nYGcJlm1', '52pNByiBWx6SVMMqqcCA74', '7jZycSvTyx0W9poD4PjEIG', '4hfrzKkUsrb3Cz209SKxbo', '22RISwgVJyZu9lpqAcv1F5', '7DruTvBV7owt1aSAZHsU58', '4zoylbX2qRvtWbVq0nduGG', '0vnJ2wR879kbb5MuzblVOb', '45FqwUG4hTT6d39r2HUsUe', '0FHPAcPoHtExxmF68aEChO', '6yY9g2nwqyduN2RpxRHWdy', '6hl5k4gLl1p3sjhHcb57t2', '79RmzX8i9w6YwqJjg3O1MY', '3uhfMjcE5HJqMIWh3Iolw0']","['King No-One', 'Marsicans', 'JAWS', 'VANT', 'Sundara Karma', 'The Night Café', 'CHILDCARE', 'The Magic Gang', 'The Hunna', 'Ten Tonnes', 'Blossoms', 'Viola Beach', 'Glass Caves', 'Clean Cut Kid', 'Sea Girls', 'King Nun', 'Sunset Sons', 'Circa Waves', 'Blaenavon', 'The Pale White']"
5YA1c6yVkPnflTLMfOgjzc,Vistas,50,"['edinburgh indie', 'modern alternative rock', 'modern rock', 'scottish indie rock', 'uk pop']","['1ShwUjKIwQRaUJij7jgRhp', '04JIxSs2P0iteVWtaskfeh', '45FqwUG4hTT6d39r2HUsUe', '4hfrzKkUsrb3Cz209SKxbo', '0hSgRl2U8kSaJLE2Di325f', '16oEz0ihXl8elwxOS0YMNF', '3VRqGLyj4cnRers46I0Yk4', '6zlR5ttMfMNmwf2lecU9Cc', '52pNByiBWx6SVMMqqcCA74', '0vnJ2wR879kbb5MuzblVOb', '7DruTvBV7owt1aSAZHsU58', '7MkyChCSbNBozQ6jq79lop', '22RISwgVJyZu9lpqAcv1F5', '7jZycSvTyx0W9poD4PjEIG', '6lyMYewq2SuTFIXgiv7OxH', '4fgXfJCQnK6c44u4KzAtQP', '5CMAV0Fr8uS2YqlR1ZG5lA', '3uhfMjcE5HJqMIWh3Iolw0', '6hWReUQlQwLTYlmZ1vltRB', '7243txmysJ4KbRmH8UAMKO']","['The Night Café', 'Sports Team', 'Sea Girls', 'Ten Tonnes', 'Bad Sounds', 'APRE', 'SPINN', 'Sam Fender', 'The Magic Gang', 'Clean Cut Kid', 'Viola Beach', 'Marsicans', 'Blossoms', 'The Hunna', 'Inhaler', 'Sundara Karma', 'High Tyde', 'The Pale White', 'King No-One', 'The Amazons']"
